/out X,/out Y,/in X,/in Y
7.503469857263961e-07,0.9992351676756532,7.503469857263961e-07,1
7.703469857263961e-07,0.9992351682310239,7.703469857263961e-07,1
7.903469857263961e-07,0.9992351685413561,7.903469857263961e-07,1
8.103469857263962e-07,0.9992351686568175,8.103469857263962e-07,1
8.303469857263962e-07,0.9992351686806578,8.303469857263962e-07,1
8.503469857263962e-07,0.9992351686764669,8.503469857263962e-07,1
8.703469857263962e-07,0.9992351686693702,8.703469857263962e-07,1
8.903469857263962e-07,0.9992351686652199,8.903469857263962e-07,1
9.103469857263963e-07,0.9992351686635952,9.103469857263963e-07,1
9.303469857263963e-07,0.9992351686631917,9.303469857263963e-07,1
9.503469857263963e-07,0.9992351686631935,9.503469857263963e-07,1
9.703469857263963e-07,0.9992351686632646,9.703469857263963e-07,1
9.903469857263963e-07,0.9992351686633131,9.903469857263963e-07,1
1.01e-06,0.9992351686633341,1.01e-06,1
1.010002008193196e-06,0.9998302973155989,1.010002008193196e-06,1.020081931960175
1.01000349997549e-06,1.00040989596184,1.01000349997549e-06,1.034999754898219
1.010005871660273e-06,1.001628282653771,1.010005871660273e-06,1.058716602734209
1.010007610540433e-06,1.00272573711122,1.010007610540433e-06,1.076105404331433
1.010008836056965e-06,1.003587981259465,1.010008836056965e-06,1.088360569649486
1.01001e-06,1.004464598271218,1.01001e-06,1.1
1.010010176241699e-06,1.004581704498476,1.010010176241699e-06,1.1
1.010010331220885e-06,1.004685293081006,1.010010331220885e-06,1.1
1.010010528844193e-06,1.00481386454574,1.010010528844193e-06,1.1
1.010010908132353e-06,1.005049273997309,1.010010908132353e-06,1.1
1.010011421787267e-06,1.005347806901329,1.010011421787267e-06,1.1
1.010011975333428e-06,1.005647173781554,1.010011975333428e-06,1.1
1.010012604111839e-06,1.005963068312221,1.010012604111839e-06,1.1
1.010013331584971e-06,1.00630097866649,1.010013331584971e-06,1.1
1.010014168869569e-06,1.006658729961482,1.010014168869569e-06,1.1
1.010015116659377e-06,1.007029910489825,1.010015116659377e-06,1.1
1.010016168261292e-06,1.007406857577232,1.010016168261292e-06,1.1
1.010017326422574e-06,1.007786855358007,1.010017326422574e-06,1.1
1.010018607334237e-06,1.008171574376077,1.010018607334237e-06,1.1
1.010020039142522e-06,1.008564846994487,1.010020039142522e-06,1.1
1.010021661845514e-06,1.008971391118751,1.010021661845514e-06,1.1
